id,year,term,r1,r2,r3,r4,r5,b1,b2,ball,date,real_date,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
12122,2012,122,31,29,25,24,23,12,3,1,20121017,2012-10-17,2012-12-26,2012-12-24,2012-12-20,2012-12-19,2012-12-18,2012-03-28,2012-03-26,2012-03-22,2012-03-21,2012-03-20
12123,2012,123,8,5,18,30,33,9,1,2,20121020,2012-10-20,2012-09-03,2012-08-31,2012-09-13,2012-09-25,2012-09-28,2012-01-02,2011-12-30,2012-01-12,2012-01-24,2012-01-27
12124,2012,124,19,11,20,7,35,10,5,1,20121022,2012-10-22,2012-10-19,2012-10-11,2012-10-20,2012-10-07,2012-11-04,2012-05-18,2012-05-10,2012-05-19,2012-05-06,2012-06-03
12125,2012,125,22,6,14,17,35,1,2,2,20121024,2012-10-24,2012-01-16,2011-12-31,2012-01-08,2012-01-11,2012-01-29,2012-02-20,2012-02-04,2012-02-12,2012-02-15,2012-03-04
12126,2012,126,21,14,28,13,29,10,5,2,20121027,2012-10-27,2012-10-21,2012-10-14,2012-10-28,2012-10-13,2012-10-29,2012-05-20,2012-05-13,2012-05-27,2012-05-12,2012-05-28
12127,2012,127,13,12,35,14,25,12,10,3,20121029,2012-10-29,2012-12-08,2012-12-07,2012-12-30,2012-12-09,2012-12-20,2012-10-13,2012-10-12,2012-11-04,2012-10-14,2012-10-25
12128,2012,128,30,31,19,9,10,4,11,3,20121031,2012-10-31,2012-04-24,2012-04-25,2012-04-13,2012-04-03,2012-04-04,2012-11-27,2012-11-28,2012-11-16,2012-11-06,2012-11-07
12129,2012,129,1,28,31,21,7,3,9,2,20121103,2012-11-03,2012-02-27,2012-03-25,2012-03-28,2012-03-18,2012-03-04,2012-08-27,2012-09-23,2012-09-26,2012-09-16,2012-09-02
12130,2012,130,14,23,29,19,30,7,6,1,20121105,2012-11-05,2012-07-08,2012-07-17,2012-07-23,2012-07-13,2012-07-24,2012-06-10,2012-06-19,2012-06-25,2012-06-15,2012-06-26
12131,2012,131,30,16,18,2,27,12,8,1,20121107,2012-11-07,2012-12-25,2012-12-11,2012-12-13,2012-11-27,2012-12-22,2012-08-28,2012-08-14,2012-08-16,2012-07-31,2012-08-25
12132,2012,132,33,8,21,25,5,1,11,2,20121110,2012-11-10,2012-01-27,2012-01-02,2012-01-15,2012-01-19,2011-12-30,2012-11-30,2012-11-05,2012-11-18,2012-11-22,2012-11-02
12133,2012,133,29,30,7,13,5,5,1,1,20121112,2012-11-12,2012-05-28,2012-05-29,2012-05-06,2012-05-12,2012-05-04,2012-01-23,2012-01-24,2012-01-01,2012-01-07,2011-12-30
12134,2012,134,6,18,35,32,1,7,2,1,20121114,2012-11-14,2012-06-30,2012-07-12,2012-07-29,2012-07-26,2012-06-25,2012-02-04,2012-02-16,2012-03-04,2012-03-01,2012-01-30
12135,2012,135,17,33,5,3,18,7,6,1,20121117,2012-11-17,2012-07-11,2012-07-27,2012-06-29,2012-06-27,2012-07-12,2012-06-13,2012-06-29,2012-06-01,2012-05-30,2012-06-14
12136,2012,136,23,2,31,29,30,4,1,2,20121119,2012-11-19,2012-04-17,2012-03-27,2012-04-25,2012-04-23,2012-04-24,2012-01-17,2011-12-27,2012-01-25,2012-01-23,2012-01-24
12137,2012,137,3,12,21,20,27,1,6,2,20121121,2012-11-21,2011-12-28,2012-01-06,2012-01-15,2012-01-14,2012-01-21,2012-05-30,2012-06-08,2012-06-17,2012-06-16,2012-06-23
12138,2012,138,17,31,13,27,33,12,6,3,20121124,2012-11-24,2012-12-12,2012-12-26,2012-12-08,2012-12-22,2012-12-28,2012-06-13,2012-06-27,2012-06-09,2012-06-23,2012-06-29
12139,2012,139,10,9,22,25,12,11,4,3,20121126,2012-11-26,2012-11-07,2012-11-06,2012-11-19,2012-11-22,2012-11-09,2012-04-04,2012-04-03,2012-04-16,2012-04-19,2012-04-06
12140,2012,140,28,29,27,7,17,10,9,2,20121128,2012-11-28,2012-10-28,2012-10-29,2012-10-27,2012-10-07,2012-10-17,2012-09-23,2012-09-24,2012-09-22,2012-09-02,2012-09-12
12141,2012,141,23,34,3,19,11,2,12,3,20121201,2012-12-01,2012-02-21,2012-03-03,2012-02-01,2012-02-17,2012-02-09,2012-12-18,2012-12-29,2012-11-28,2012-12-14,2012-12-06
12142,2012,142,15,19,35,29,34,10,7,3,20121203,2012-12-03,2012-10-15,2012-10-19,2012-11-04,2012-10-29,2012-11-03,2012-07-09,2012-07-13,2012-07-29,2012-07-23,2012-07-28
12143,2012,143,9,27,29,31,30,6,3,3,20121205,2012-12-05,2012-06-05,2012-06-23,2012-06-25,2012-06-27,2012-06-26,2012-03-06,2012-03-24,2012-03-26,2012-03-28,2012-03-27
12144,2012,144,29,21,14,13,11,10,1,1,20121208,2012-12-08,2012-10-29,2012-10-21,2012-10-14,2012-10-13,2012-10-11,2012-01-23,2012-01-15,2012-01-08,2012-01-07,2012-01-05
12145,2012,145,31,22,35,5,33,6,9,3,20121210,2012-12-10,2012-06-27,2012-06-18,2012-07-01,2012-06-01,2012-06-29,2012-09-26,2012-09-17,2012-09-30,2012-08-31,2012-09-28
12146,2012,146,17,10,1,26,13,6,8,3,20121212,2012-12-12,2012-06-13,2012-06-06,2012-05-28,2012-06-22,2012-06-09,2012-08-15,2012-08-08,2012-07-30,2012-08-24,2012-08-11
12147,2012,147,33,3,17,19,2,2,9,1,20121215,2012-12-15,2012-03-02,2012-02-01,2012-02-15,2012-02-17,2012-01-31,2012-09-28,2012-08-29,2012-09-12,2012-09-14,2012-08-28
12148,2012,148,16,29,4,27,34,6,11,1,20121217,2012-12-17,2012-06-12,2012-06-25,2012-05-31,2012-06-23,2012-06-30,2012-11-13,2012-11-26,2012-11-01,2012-11-24,2012-12-01
12149,2012,149,33,2,34,23,10,5,10,3,20121219,2012-12-19,2012-06-01,2012-05-01,2012-06-02,2012-05-22,2012-05-09,2012-11-02,2012-10-02,2012-11-03,2012-10-23,2012-10-10
12150,2012,150,31,14,2,18,24,2,3,3,20121222,2012-12-22,2012-02-29,2012-02-12,2012-01-31,2012-02-16,2012-02-22,2012-03-28,2012-03-11,2012-02-28,2012-03-15,2012-03-21
12151,2012,151,3,19,33,20,24,3,4,3,20121224,2012-12-24,2012-02-29,2012-03-16,2012-03-30,2012-03-17,2012-03-21,2012-03-28,2012-04-13,2012-04-27,2012-04-14,2012-04-18
12152,2012,152,4,34,33,17,26,2,8,3,20121226,2012-12-26,2012-02-02,2012-03-03,2012-03-02,2012-02-15,2012-02-24,2012-08-02,2012-09-01,2012-08-31,2012-08-15,2012-08-24
12153,2012,153,22,13,10,8,9,10,5,1,20121229,2012-12-29,2012-10-22,2012-10-13,2012-10-10,2012-10-08,2012-10-09,2012-05-21,2012-05-12,2012-05-09,2012-05-07,2012-05-08
12154,2012,154,31,27,3,26,32,9,3,1,20121231,2012-12-31,2012-09-26,2012-09-22,2012-08-29,2012-09-21,2012-09-27,2012-03-28,2012-03-24,2012-02-29,2012-03-23,2012-03-29
13001,2013,1,11,32,31,6,9,5,11,3,20130102,2013-01-02,2013-05-09,2013-05-30,2013-05-29,2013-05-04,2013-05-07,2013-11-07,2013-11-28,2013-11-27,2013-11-02,2013-11-05
13002,2013,2,32,20,31,4,27,6,12,1,20130105,2013-01-05,2013-06-27,2013-06-15,2013-06-26,2013-05-30,2013-06-22,2013-12-26,2013-12-14,2013-12-25,2013-11-28,2013-12-21
13003,2013,3,18,16,31,1,21,9,12,3,20130107,2013-01-07,2013-09-12,2013-09-10,2013-09-25,2013-08-26,2013-09-15,2013-12-12,2013-12-10,2013-12-25,2013-11-25,2013-12-15
13004,2013,4,8,7,20,25,12,7,3,3,20130109,2013-01-09,2013-07-08,2013-07-07,2013-07-20,2013-07-25,2013-07-12,2013-03-04,2013-03-03,2013-03-16,2013-03-21,2013-03-08
13005,2013,5,26,22,18,28,31,12,10,3,20130112,2013-01-12,2013-12-20,2013-12-16,2013-12-12,2013-12-22,2013-12-25,2013-10-25,2013-10-21,2013-10-17,2013-10-27,2013-10-30
13006,2013,6,31,20,25,32,8,5,7,1,20130114,2013-01-14,2013-05-29,2013-05-18,2013-05-23,2013-05-30,2013-05-06,2013-07-31,2013-07-20,2013-07-25,2013-08-01,2013-07-08
13007,2013,7,29,14,33,34,32,6,3,1,20130116,2013-01-16,2013-06-24,2013-06-09,2013-06-28,2013-06-29,2013-06-27,2013-03-25,2013-03-10,2013-03-29,2013-03-30,2013-03-28
13008,2013,8,29,2,25,34,7,6,3,3,20130119,2013-01-19,2013-06-24,2013-05-28,2013-06-20,2013-06-29,2013-06-02,2013-03-25,2013-02-26,2013-03-21,2013-03-30,2013-03-03
13009,2013,9,19,29,27,10,17,12,5,2,20130121,2013-01-21,2013-12-13,2013-12-23,2013-12-21,2013-12-04,2013-12-11,2013-05-17,2013-05-27,2013-05-25,2013-05-08,2013-05-15
13010,2013,10,9,29,18,17,15,11,9,1,20130123,2013-01-23,2013-11-05,2013-11-25,2013-11-14,2013-11-13,2013-11-11,2013-09-03,2013-09-23,2013-09-12,2013-09-11,2013-09-09
13011,2013,11,1,2,23,8,15,6,9,1,20130126,2013-01-26,2013-05-27,2013-05-28,2013-06-18,2013-06-03,2013-06-10,2013-08-26,2013-08-27,2013-09-17,2013-09-02,2013-09-09
13012,2013,12,31,32,34,14,1,2,11,3,20130128,2013-01-28,2013-02-27,2013-02-28,2013-03-02,2013-02-10,2013-01-28,2013-11-27,2013-11-28,2013-11-30,2013-11-10,2013-10-28
13013,2013,13,13,15,35,29,30,1,11,3,20130130,2013-01-30,2013-01-12,2013-01-14,2013-02-03,2013-01-28,2013-01-29,2013-11-09,2013-11-11,2013-12-01,2013-11-25,2013-11-26
13014,2013,14,5,31,29,25,8,4,2,1,20130202,2013-02-02,2013-04-05,2013-05-01,2013-04-29,2013-04-25,2013-04-08,2013-02-01,2013-02-27,2013-02-25,2013-02-21,2013-02-04
13015,2013,15,26,33,14,15,32,1,11,2,20130204,2013-02-04,2013-01-25,2013-02-01,2013-01-13,2013-01-14,2013-01-31,2013-11-22,2013-11-29,2013-11-10,2013-11-11,2013-11-28
13016,2013,16,32,27,19,5,15,9,8,3,20130206,2013-02-06,2013-09-26,2013-09-21,2013-09-13,2013-08-30,2013-09-09,2013-08-29,2013-08-24,2013-08-16,2013-08-02,2013-08-12
13017,2013,17,14,29,22,11,34,5,11,2,20130216,2013-02-16,2013-05-12,2013-05-27,2013-05-20,2013-05-09,2013-06-01,2013-11-10,2013-11-25,2013-11-18,2013-11-07,2013-11-30
13018,2013,18,23,33,34,31,20,3,9,3,20130218,2013-02-18,2013-03-19,2013-03-29,2013-03-30,2013-03-27,2013-03-16,2013-09-17,2013-09-27,2013-09-28,2013-09-25,2013-09-14
13019,2013,19,29,17,6,30,12,11,7,1,20130220,2013-02-20,2013-11-25,2013-11-13,2013-11-02,2013-11-26,2013-11-08,2013-07-29,2013-07-17,2013-07-06,2013-07-30,2013-07-12
13020,2013,20,32,11,31,20,6,9,5,1,20130223,2013-02-23,2013-09-26,2013-09-05,2013-09-25,2013-09-14,2013-08-31,2013-05-30,2013-05-09,2013-05-29,2013-05-18,2013-05-04
13021,2013,21,24,23,30,28,33,1,11,3,20130225,2013-02-25,2013-01-23,2013-01-22,2013-01-29,2013-01-27,2013-02-01,2013-11-20,2013-11-19,2013-11-26,2013-11-24,2013-11-29
13022,2013,22,13,4,3,17,23,3,8,2,20130227,2013-02-27,2013-03-09,2013-02-28,2013-02-27,2013-03-13,2013-03-19,2013-08-10,2013-08-01,2013-07-31,2013-08-14,2013-08-20
13023,2013,23,35,19,5,26,24,5,7,1,20130302,2013-03-02,2013-06-02,2013-05-17,2013-05-03,2013-05-24,2013-05-22,2013-08-04,2013-07-19,2013-07-05,2013-07-26,2013-07-24
13024,2013,24,14,18,9,12,24,1,4,1,20130304,2013-03-04,2013-01-13,2013-01-17,2013-01-08,2013-01-11,2013-01-23,2013-04-14,2013-04-18,2013-04-09,2013-04-12,2013-04-24
13025,2013,25,25,28,3,26,23,12,10,2,20130306,2013-03-06,2013-12-19,2013-12-22,2013-11-27,2013-12-20,2013-12-17,2013-10-24,2013-10-27,2013-10-02,2013-10-25,2013-10-22
13026,2013,26,2,10,30,33,16,5,6,3,20130309,2013-03-09,2013-04-30,2013-05-08,2013-05-28,2013-05-31,2013-05-14,2013-05-28,2013-06-05,2013-06-25,2013-06-28,2013-06-11
13027,2013,27,24,14,12,35,3,3,8,3,20130311,2013-03-11,2013-03-20,2013-03-10,2013-03-08,2013-03-31,2013-02-27,2013-08-21,2013-08-11,2013-08-09,2013-09-01,2013-07-31
13028,2013,28,19,30,34,28,13,12,8,2,20130313,2013-03-13,2013-12-13,2013-12-24,2013-12-28,2013-12-22,2013-12-07,2013-08-16,2013-08-27,2013-08-31,2013-08-25,2013-08-10
13029,2013,29,17,26,7,5,25,10,4,3,20130316,2013-03-16,2013-10-16,2013-10-25,2013-10-06,2013-10-04,2013-10-24,2013-04-17,2013-04-26,2013-04-07,2013-04-05,2013-04-25
13030,2013,30,5,28,9,10,3,5,7,3,20130318,2013-03-18,2013-05-03,2013-05-26,2013-05-07,2013-05-08,2013-05-01,2013-07-05,2013-07-28,2013-07-09,2013-07-10,2013-07-03
13031,2013,31,17,32,26,18,12,10,11,3,20130320,2013-03-20,2013-10-16,2013-10-31,2013-10-25,2013-10-17,2013-10-11,2013-11-13,2013-11-28,2013-11-22,2013-11-14,2013-11-08
13032,2013,32,35,27,33,28,12,1,8,1,20130323,2013-03-23,2013-02-03,2013-01-26,2013-02-01,2013-01-27,2013-01-11,2013-09-01,2013-08-24,2013-08-30,2013-08-25,2013-08-09
13033,2013,33,22,18,12,28,31,11,1,3,20130325,2013-03-25,2013-11-18,2013-11-14,2013-11-08,2013-11-24,2013-11-27,2013-01-21,2013-01-17,2013-01-11,2013-01-27,2013-01-30
13034,2013,34,3,29,19,1,11,8,4,1,20130327,2013-03-27,2013-07-31,2013-08-26,2013-08-16,2013-07-29,2013-08-08,2013-04-03,2013-04-29,2013-04-19,2013-04-01,2013-04-11
13035,2013,35,5,14,34,28,32,8,7,3,20130330,2013-03-30,2013-08-02,2013-08-11,2013-08-31,2013-08-25,2013-08-29,2013-07-05,2013-07-14,2013-08-03,2013-07-28,2013-08-01
13036,2013,36,8,35,33,32,12,3,5,1,20130401,2013-04-01,2013-03-04,2013-03-31,2013-03-29,2013-03-28,2013-03-08,2013-05-06,2013-06-02,2013-05-31,2013-05-30,2013-05-10
13037,2013,37,34,26,31,2,32,6,8,3,20130403,2013-04-03,2013-06-29,2013-06-21,2013-06-26,2013-05-28,2013-06-27,2013-08-31,2013-08-23,2013-08-28,2013-07-30,2013-08-29
13038,2013,38,25,26,1,19,24,9,7,3,20130406,2013-04-06,2013-09-19,2013-09-20,2013-08-26,2013-09-13,2013-09-18,2013-07-25,2013-07-26,2013-07-01,2013-07-19,2013-07-24
13039,2013,39,23,30,33,6,35,7,10,3,20130408,2013-04-08,2013-07-23,2013-07-30,2013-08-02,2013-07-06,2013-08-04,2013-10-22,2013-10-29,2013-11-01,2013-10-05,2013-11-03
13040,2013,40,22,26,17,16,35,10,3,2,20130410,2013-04-10,2013-10-21,2013-10-25,2013-10-16,2013-10-15,2013-11-03,2013-03-18,2013-03-22,2013-03-13,2013-03-12,2013-03-31
13041,2013,41,13,3,14,34,15,8,5,1,20130413,2013-04-13,2013-08-10,2013-07-31,2013-08-11,2013-08-31,2013-08-12,2013-05-11,2013-05-01,2013-05-12,2013-06-01,2013-05-13
13042,2013,42,6,23,22,2,33,6,1,2,20130415,2013-04-15,2013-06-01,2013-06-18,2013-06-17,2013-05-28,2013-06-28,2013-01-05,2013-01-22,2013-01-21,2013-01-01,2013-02-01
13043,2013,43,35,13,34,7,25,7,9,2,20130417,2013-04-17,2013-08-04,2013-07-13,2013-08-03,2013-07-07,2013-07-25,2013-09-29,2013-09-07,2013-09-28,2013-09-01,2013-09-19
13044,2013,44,18,7,28,11,13,5,10,1,20130420,2013-04-20,2013-05-16,2013-05-05,2013-05-26,2013-05-09,2013-05-11,2013-10-17,2013-10-06,2013-10-27,2013-10-10,2013-10-12
13045,2013,45,8,12,21,11,25,2,7,1,20130422,2013-04-22,2013-02-04,2013-02-08,2013-02-17,2013-02-07,2013-02-21,2013-07-08,2013-07-12,2013-07-21,2013-07-11,2013-07-25
13046,2013,46,32,15,19,16,25,11,5,1,20130424,2013-04-24,2013-11-28,2013-11-11,2013-11-15,2013-11-12,2013-11-21,2013-05-30,2013-05-13,2013-05-17,2013-05-14,2013-05-23
13047,2013,47,20,12,28,35,30,11,3,2,20130427,2013-04-27,2013-11-16,2013-11-08,2013-11-24,2013-12-01,2013-11-26,2013-03-16,2013-03-08,2013-03-24,2013-03-31,2013-03-26
13048,2013,48,32,23,11,10,33,4,1,3,20130429,2013-04-29,2013-05-02,2013-04-23,2013-04-11,2013-04-10,2013-05-03,2013-01-31,2013-01-22,2013-01-10,2013-01-09,2013-02-01
13049,2013,49,18,31,25,32,22,6,4,1,20130501,2013-05-01,2013-06-13,2013-06-26,2013-06-20,2013-06-27,2013-06-17,2013-04-18,2013-05-01,2013-04-25,2013-05-02,2013-04-22
13050,2013,50,33,22,14,30,32,7,8,1,20130504,2013-05-04,2013-08-02,2013-07-22,2013-07-14,2013-07-30,2013-08-01,2013-08-30,2013-08-19,2013-08-11,2013-08-27,2013-08-29
13051,2013,51,5,18,33,15,8,7,8,1,20130506,2013-05-06,2013-07-05,2013-07-18,2013-08-02,2013-07-15,2013-07-08,2013-08-02,2013-08-15,2013-08-30,2013-08-12,2013-08-05
13052,2013,52,2,10,1,31,29,1,10,2,20130508,2013-05-08,2013-01-01,2013-01-09,2012-12-31,2013-01-30,2013-01-28,2013-10-01,2013-10-09,2013-09-30,2013-10-30,2013-10-28
13053,2013,53,31,33,34,13,35,7,5,1,20130511,2013-05-11,2013-07-31,2013-08-02,2013-08-03,2013-07-13,2013-08-04,2013-05-29,2013-05-31,2013-06-01,2013-05-11,2013-06-02
13054,2013,54,8,30,21,5,32,8,1,1,20130513,2013-05-13,2013-08-05,2013-08-27,2013-08-18,2013-08-02,2013-08-29,2013-01-07,2013-01-29,2013-01-20,2013-01-04,2013-01-31
13055,2013,55,22,24,4,5,23,9,3,1,20130515,2013-05-15,2013-09-16,2013-09-18,2013-08-29,2013-08-30,2013-09-17,2013-03-18,2013-03-20,2013-02-28,2013-03-01,2013-03-19
13056,2013,56,35,30,32,11,22,3,4,3,20130518,2013-05-18,2013-03-31,2013-03-26,2013-03-28,2013-03-07,2013-03-18,2013-05-05,2013-04-30,2013-05-02,2013-04-11,2013-04-22
13057,2013,57,35,27,33,7,15,7,10,2,20130520,2013-05-20,2013-08-04,2013-07-27,2013-08-02,2013-07-07,2013-07-15,2013-11-03,2013-10-26,2013-11-01,2013-10-06,2013-10-14
13058,2013,58,20,21,27,31,35,11,7,1,20130522,2013-05-22,2013-11-16,2013-11-17,2013-11-23,2013-11-27,2013-12-01,2013-07-20,2013-07-21,2013-07-27,2013-07-31,2013-08-04
13059,2013,59,24,3,8,27,11,12,7,1,20130525,2013-05-25,2013-12-18,2013-11-27,2013-12-02,2013-12-21,2013-12-05,2013-07-24,2013-07-03,2013-07-08,2013-07-27,2013-07-11
13060,2013,60,25,15,32,26,35,5,10,2,20130527,2013-05-27,2013-05-23,2013-05-13,2013-05-30,2013-05-24,2013-06-02,2013-10-24,2013-10-14,2013-10-31,2013-10-25,2013-11-03
13061,2013,61,21,14,32,1,18,10,5,3,20130529,2013-05-29,2013-10-20,2013-10-13,2013-10-31,2013-09-30,2013-10-17,2013-05-19,2013-05-12,2013-05-30,2013-04-29,2013-05-16
13062,2013,62,8,1,5,9,12,12,9,2,20130601,2013-06-01,2013-12-02,2013-11-25,2013-11-29,2013-12-03,2013-12-06,2013-09-02,2013-08-26,2013-08-30,2013-09-03,2013-09-06
13063,2013,63,3,5,11,27,28,6,5,2,20130603,2013-06-03,2013-05-29,2013-05-31,2013-06-06,2013-06-22,2013-06-23,2013-05-01,2013-05-03,2013-05-09,2013-05-25,2013-05-26
13064,2013,64,26,24,21,32,28,3,1,3,20130605,2013-06-05,2013-03-22,2013-03-20,2013-03-17,2013-03-28,2013-03-24,2013-01-25,2013-01-23,2013-01-20,2013-01-31,2013-01-27
13065,2013,65,9,31,28,34,35,2,9,2,20130608,2013-06-08,2013-02-05,2013-02-27,2013-02-24,2013-03-02,2013-03-03,2013-09-03,2013-09-25,2013-09-22,2013-09-28,2013-09-29
13066,2013,66,34,13,7,33,6,11,2,3,20130610,2013-06-10,2013-11-30,2013-11-09,2013-11-03,2013-11-29,2013-11-02,2013-03-02,2013-02-09,2013-02-03,2013-03-01,2013-02-02
13067,2013,67,2,8,3,5,29,10,12,2,20130612,2013-06-12,2013-10-01,2013-10-07,2013-10-02,2013-10-04,2013-10-28,2013-11-26,2013-12-02,2013-11-27,2013-11-29,2013-12-23
13068,2013,68,27,10,17,34,35,7,5,3,20130615,2013-06-15,2013-07-27,2013-07-10,2013-07-17,2013-08-03,2013-08-04,2013-05-25,2013-05-08,2013-05-15,2013-06-01,2013-06-02
13069,2013,69,16,30,13,6,12,12,7,1,20130617,2013-06-17,2013-12-10,2013-12-24,2013-12-07,2013-11-30,2013-12-06,2013-07-16,2013-07-30,2013-07-13,2013-07-06,2013-07-12
13070,2013,70,9,18,29,21,12,1,8,3,20130619,2013-06-19,2013-01-08,2013-01-17,2013-01-28,2013-01-20,2013-01-11,2013-08-06,2013-08-15,2013-08-26,2013-08-18,2013-08-09
13071,2013,71,26,28,19,27,13,3,11,2,20130622,2013-06-22,2013-03-22,2013-03-24,2013-03-15,2013-03-23,2013-03-09,2013-11-22,2013-11-24,2013-11-15,2013-11-23,2013-11-09
13072,2013,72,12,35,27,33,28,5,3,2,20130624,2013-06-24,2013-05-10,2013-06-02,2013-05-25,2013-05-31,2013-05-26,2013-03-08,2013-03-31,2013-03-23,2013-03-29,2013-03-24
13073,2013,73,3,27,31,5,23,6,2,3,20130626,2013-06-26,2013-05-29,2013-06-22,2013-06-26,2013-05-31,2013-06-18,2013-01-30,2013-02-23,2013-02-27,2013-02-01,2013-02-19
13074,2013,74,32,24,6,14,20,7,1,3,20130629,2013-06-29,2013-08-01,2013-07-24,2013-07-06,2013-07-14,2013-07-20,2013-01-31,2013-01-23,2013-01-05,2013-01-13,2013-01-19
13075,2013,75,35,13,11,19,1,7,8,3,20130701,2013-07-01,2013-08-04,2013-07-13,2013-07-11,2013-07-19,2013-07-01,2013-09-01,2013-08-10,2013-08-08,2013-08-16,2013-07-29
13076,2013,76,16,26,27,15,13,9,10,3,20130703,2013-07-03,2013-09-10,2013-09-20,2013-09-21,2013-09-09,2013-09-07,2013-10-15,2013-10-25,2013-10-26,2013-10-14,2013-10-12
13077,2013,77,30,32,24,35,26,6,12,3,20130706,2013-07-06,2013-06-25,2013-06-27,2013-06-19,2013-06-30,2013-06-21,2013-12-24,2013-12-26,2013-12-18,2013-12-29,2013-12-20
13078,2013,78,7,31,33,2,23,8,2,2,20130708,2013-07-08,2013-08-04,2013-08-28,2013-08-30,2013-07-30,2013-08-20,2013-02-03,2013-02-27,2013-03-01,2013-01-29,2013-02-19
13079,2013,79,17,21,10,9,34,7,1,1,20130710,2013-07-10,2013-07-17,2013-07-21,2013-07-10,2013-07-09,2013-08-03,2013-01-16,2013-01-20,2013-01-09,2013-01-08,2013-02-02
13080,2013,80,23,27,31,21,6,6,4,2,20130713,2013-07-13,2013-06-18,2013-06-22,2013-06-26,2013-06-16,2013-06-01,2013-04-23,2013-04-27,2013-05-01,2013-04-21,2013-04-06
13081,2013,81,15,23,17,7,9,7,2,3,20130715,2013-07-15,2013-07-15,2013-07-23,2013-07-17,2013-07-07,2013-07-09,2013-02-11,2013-02-19,2013-02-13,2013-02-03,2013-02-05
13082,2013,82,9,26,3,33,25,3,12,1,20130717,2013-07-17,2013-03-05,2013-03-22,2013-02-27,2013-03-29,2013-03-21,2013-12-03,2013-12-20,2013-11-27,2013-12-27,2013-12-19
13083,2013,83,35,30,26,32,29,10,4,1,20130720,2013-07-20,2013-11-03,2013-10-29,2013-10-25,2013-10-31,2013-10-28,2013-05-05,2013-04-30,2013-04-26,2013-05-02,2013-04-29
13084,2013,84,22,8,29,26,35,1,5,1,20130722,2013-07-22,2013-01-21,2013-01-07,2013-01-28,2013-01-25,2013-02-03,2013-05-20,2013-05-06,2013-05-27,2013-05-24,2013-06-02
13085,2013,85,32,27,8,19,23,3,5,1,20130724,2013-07-24,2013-03-28,2013-03-23,2013-03-04,2013-03-15,2013-03-19,2013-05-30,2013-05-25,2013-05-06,2013-05-17,2013-05-21
13086,2013,86,16,9,29,31,26,6,9,1,20130727,2013-07-27,2013-06-11,2013-06-04,2013-06-24,2013-06-26,2013-06-21,2013-09-10,2013-09-03,2013-09-23,2013-09-25,2013-09-20
13087,2013,87,12,32,22,9,34,2,4,3,20130729,2013-07-29,2013-02-08,2013-02-28,2013-02-18,2013-02-05,2013-03-02,2013-04-12,2013-05-02,2013-04-22,2013-04-09,2013-05-04
13088,2013,88,8,35,3,5,33,1,3,1,20130731,2013-07-31,2013-01-07,2013-02-03,2013-01-02,2013-01-04,2013-02-01,2013-03-04,2013-03-31,2013-02-27,2013-03-01,2013-03-29
13089,2013,89,24,29,7,23,6,11,4,3,20130803,2013-08-03,2013-11-20,2013-11-25,2013-11-03,2013-11-19,2013-11-02,2013-04-24,2013-04-29,2013-04-07,2013-04-23,2013-04-06
13090,2013,90,26,30,2,33,31,12,11,3,20130805,2013-08-05,2013-12-20,2013-12-24,2013-11-26,2013-12-27,2013-12-25,2013-11-22,2013-11-26,2013-10-29,2013-11-29,2013-11-27
13091,2013,91,34,35,9,4,28,2,8,2,20130807,2013-08-07,2013-03-02,2013-03-03,2013-02-05,2013-01-31,2013-02-24,2013-08-31,2013-09-01,2013-08-06,2013-08-01,2013-08-25
13092,2013,92,21,10,33,27,7,9,3,3,20130810,2013-08-10,2013-09-15,2013-09-04,2013-09-27,2013-09-21,2013-09-01,2013-03-17,2013-03-06,2013-03-29,2013-03-23,2013-03-03
13093,2013,93,5,26,18,17,1,5,7,1,20130812,2013-08-12,2013-05-03,2013-05-24,2013-05-16,2013-05-15,2013-04-29,2013-07-05,2013-07-26,2013-07-18,2013-07-17,2013-07-01
13094,2013,94,34,33,3,35,28,9,6,2,20130814,2013-08-14,2013-09-28,2013-09-27,2013-08-28,2013-09-29,2013-09-22,2013-06-29,2013-06-28,2013-05-29,2013-06-30,2013-06-23
13095,2013,95,33,17,30,3,28,1,10,1,20130817,2013-08-17,2013-02-01,2013-01-16,2013-01-29,2013-01-02,2013-01-27,2013-11-01,2013-10-16,2013-10-29,2013-10-02,2013-10-27
13096,2013,96,26,22,19,20,17,6,8,3,20130819,2013-08-19,2013-06-21,2013-06-17,2013-06-14,2013-06-15,2013-06-12,2013-08-23,2013-08-19,2013-08-16,2013-08-17,2013-08-14
13097,2013,97,7,13,17,8,32,3,8,3,20130821,2013-08-21,2013-03-03,2013-03-09,2013-03-13,2013-03-04,2013-03-28,2013-08-04,2013-08-10,2013-08-14,2013-08-05,2013-08-29
13098,2013,98,6,16,2,34,29,10,11,2,20130824,2013-08-24,2013-10-05,2013-10-15,2013-10-01,2013-11-02,2013-10-28,2013-11-02,2013-11-12,2013-10-29,2013-11-30,2013-11-25
13099,2013,99,11,4,33,28,30,12,5,1,20130826,2013-08-26,2013-12-05,2013-11-28,2013-12-27,2013-12-22,2013-12-24,2013-05-09,2013-05-02,2013-05-31,2013-05-26,2013-05-28
