id,year,term,r1,r2,r3,r4,r5,b1,b2,ball,date,real_date,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
16128,2016,128,33,20,30,17,22,8,7,3,20161031,2016-10-31,2016-09-02,2016-08-20,2016-08-30,2016-08-17,2016-08-22,2016-07-29,2016-07-16,2016-07-26,2016-07-13,2016-07-18
16129,2016,129,8,30,7,19,35,8,9,2,20161102,2016-11-02,2016-08-08,2016-08-30,2016-08-07,2016-08-19,2016-09-04,2016-09-05,2016-09-27,2016-09-04,2016-09-16,2016-10-02
16130,2016,130,23,32,34,11,33,12,1,3,20161105,2016-11-05,2016-12-20,2016-12-29,2016-12-31,2016-12-08,2016-12-30,2016-01-19,2016-01-28,2016-01-30,2016-01-07,2016-01-29
16131,2016,131,25,30,6,28,13,7,2,1,20161107,2016-11-07,2016-07-21,2016-07-26,2016-07-02,2016-07-24,2016-07-09,2016-02-25,2016-03-01,2016-02-06,2016-02-28,2016-02-13
16132,2016,132,35,22,18,4,19,2,1,2,20161109,2016-11-09,2016-03-06,2016-02-22,2016-02-18,2016-02-04,2016-02-19,2016-01-31,2016-01-18,2016-01-14,2015-12-31,2016-01-15
16133,2016,133,28,1,4,5,23,5,9,1,20161112,2016-11-12,2016-05-22,2016-04-25,2016-04-28,2016-04-29,2016-05-17,2016-09-25,2016-08-29,2016-09-01,2016-09-02,2016-09-20
16134,2016,134,31,32,3,34,1,7,2,2,20161114,2016-11-14,2016-07-27,2016-07-28,2016-06-29,2016-07-30,2016-06-27,2016-03-02,2016-03-03,2016-02-03,2016-03-05,2016-02-01
16135,2016,135,12,35,18,1,10,12,1,3,20161116,2016-11-16,2016-12-09,2017-01-01,2016-12-15,2016-11-28,2016-12-07,2016-01-08,2016-01-31,2016-01-14,2015-12-28,2016-01-06
16136,2016,136,6,19,5,23,7,4,11,2,20161119,2016-11-19,2016-04-02,2016-04-15,2016-04-01,2016-04-19,2016-04-03,2016-11-05,2016-11-18,2016-11-04,2016-11-22,2016-11-06
16137,2016,137,7,34,20,29,23,2,10,1,20161121,2016-11-21,2016-02-07,2016-03-05,2016-02-20,2016-02-29,2016-02-23,2016-10-02,2016-10-29,2016-10-15,2016-10-24,2016-10-18
16138,2016,138,13,29,35,12,16,11,5,1,20161123,2016-11-23,2016-11-12,2016-11-28,2016-12-04,2016-11-11,2016-11-15,2016-05-07,2016-05-23,2016-05-29,2016-05-06,2016-05-10
16139,2016,139,13,35,30,21,31,1,8,2,20161126,2016-11-26,2016-01-09,2016-01-31,2016-01-26,2016-01-17,2016-01-27,2016-08-13,2016-09-04,2016-08-30,2016-08-21,2016-08-31
16140,2016,140,34,29,12,16,23,4,11,3,20161128,2016-11-28,2016-04-30,2016-04-25,2016-04-08,2016-04-12,2016-04-19,2016-12-03,2016-11-28,2016-11-11,2016-11-15,2016-11-22
16141,2016,141,28,19,7,6,2,12,11,1,20161130,2016-11-30,2016-12-25,2016-12-16,2016-12-04,2016-12-03,2016-11-29,2016-11-27,2016-11-18,2016-11-06,2016-11-05,2016-11-01
16142,2016,142,23,6,1,26,17,12,6,3,20161203,2016-12-03,2016-12-20,2016-12-03,2016-11-28,2016-12-23,2016-12-14,2016-06-21,2016-06-04,2016-05-30,2016-06-24,2016-06-15
16143,2016,143,6,22,31,4,27,7,6,2,20161205,2016-12-05,2016-07-02,2016-07-18,2016-07-27,2016-06-30,2016-07-23,2016-06-04,2016-06-20,2016-06-29,2016-06-02,2016-06-25
16144,2016,144,13,4,22,5,31,10,5,3,20161207,2016-12-07,2016-10-08,2016-09-29,2016-10-17,2016-09-30,2016-10-26,2016-05-07,2016-04-28,2016-05-16,2016-04-29,2016-05-25
16145,2016,145,28,1,11,17,9,3,8,2,20161210,2016-12-10,2016-03-27,2016-02-29,2016-03-10,2016-03-16,2016-03-08,2016-08-28,2016-08-01,2016-08-11,2016-08-17,2016-08-09
16146,2016,146,22,25,29,34,21,1,11,3,20161212,2016-12-12,2016-01-18,2016-01-21,2016-01-25,2016-01-30,2016-01-17,2016-11-21,2016-11-24,2016-11-28,2016-12-03,2016-11-20
16147,2016,147,20,30,7,19,28,4,12,1,20161214,2016-12-14,2016-04-16,2016-04-26,2016-04-03,2016-04-15,2016-04-24,2016-12-17,2016-12-27,2016-12-04,2016-12-16,2016-12-25
16148,2016,148,5,23,25,15,14,6,8,3,20161217,2016-12-17,2016-06-03,2016-06-21,2016-06-23,2016-06-13,2016-06-12,2016-08-05,2016-08-23,2016-08-25,2016-08-15,2016-08-14
16149,2016,149,2,3,1,12,33,9,4,3,20161219,2016-12-19,2016-08-30,2016-08-31,2016-08-29,2016-09-09,2016-09-30,2016-03-29,2016-03-30,2016-03-28,2016-04-08,2016-04-29
16150,2016,150,1,24,18,10,29,10,7,2,20161221,2016-12-21,2016-09-26,2016-10-19,2016-10-13,2016-10-05,2016-10-24,2016-06-27,2016-07-20,2016-07-14,2016-07-06,2016-07-25
16151,2016,151,14,11,7,21,4,12,5,2,20161224,2016-12-24,2016-12-11,2016-12-08,2016-12-04,2016-12-18,2016-12-01,2016-05-08,2016-05-05,2016-05-01,2016-05-15,2016-04-28
16152,2016,152,8,30,22,17,24,11,5,3,20161226,2016-12-26,2016-11-07,2016-11-29,2016-11-21,2016-11-16,2016-11-23,2016-05-02,2016-05-24,2016-05-16,2016-05-11,2016-05-18
16153,2016,153,13,25,18,35,29,3,11,2,20161228,2016-12-28,2016-03-12,2016-03-24,2016-03-17,2016-04-03,2016-03-28,2016-11-12,2016-11-24,2016-11-17,2016-12-04,2016-11-28
16154,2016,154,6,29,21,16,17,4,6,1,20161231,2016-12-31,2016-04-02,2016-04-25,2016-04-17,2016-04-12,2016-04-13,2016-06-04,2016-06-27,2016-06-19,2016-06-14,2016-06-15
17001,2017,1,9,31,33,20,7,8,10,2,20170102,2017-01-02,2017-08-08,2017-08-30,2017-09-01,2017-08-19,2017-08-06,2017-10-03,2017-10-25,2017-10-27,2017-10-14,2017-10-01
17002,2017,2,7,34,14,31,12,9,11,2,20170104,2017-01-04,2017-09-03,2017-09-30,2017-09-10,2017-09-27,2017-09-08,2017-11-05,2017-12-02,2017-11-12,2017-11-29,2017-11-10
17003,2017,3,5,3,22,13,6,12,9,3,20170107,2017-01-07,2017-12-01,2017-11-29,2017-12-18,2017-12-09,2017-12-02,2017-09-01,2017-08-30,2017-09-18,2017-09-09,2017-09-02
17004,2017,4,31,8,11,28,5,6,7,2,20170109,2017-01-09,2017-06-28,2017-06-05,2017-06-08,2017-06-25,2017-06-02,2017-07-26,2017-07-03,2017-07-06,2017-07-23,2017-06-30
17005,2017,5,35,26,20,5,9,11,2,1,20170111,2017-01-11,2017-12-03,2017-11-24,2017-11-18,2017-11-03,2017-11-07,2017-03-05,2017-02-24,2017-02-18,2017-02-03,2017-02-07
17006,2017,6,32,33,6,4,23,5,6,1,20170114,2017-01-14,2017-06-01,2017-06-02,2017-05-06,2017-05-04,2017-05-23,2017-06-29,2017-06-30,2017-06-03,2017-06-01,2017-06-20
17007,2017,7,11,17,8,25,27,2,4,1,20170116,2017-01-16,2017-02-09,2017-02-15,2017-02-06,2017-02-23,2017-02-25,2017-04-06,2017-04-12,2017-04-03,2017-04-20,2017-04-22
17008,2017,8,25,32,9,4,3,2,4,2,20170118,2017-01-18,2017-02-23,2017-03-02,2017-02-07,2017-02-02,2017-02-01,2017-04-20,2017-04-27,2017-04-04,2017-03-30,2017-03-29
17009,2017,9,8,6,12,5,22,3,4,3,20170121,2017-01-21,2017-03-06,2017-03-04,2017-03-10,2017-03-03,2017-03-20,2017-04-03,2017-04-01,2017-04-07,2017-03-31,2017-04-17
17010,2017,10,35,10,13,4,18,2,1,1,20170123,2017-01-23,2017-03-05,2017-02-08,2017-02-11,2017-02-02,2017-02-16,2017-01-29,2017-01-04,2017-01-07,2016-12-29,2017-01-12
17011,2017,11,29,34,5,15,21,9,6,1,20170125,2017-01-25,2017-09-25,2017-09-30,2017-09-01,2017-09-11,2017-09-17,2017-06-26,2017-07-01,2017-06-02,2017-06-12,2017-06-18
17012,2017,12,35,26,5,4,24,7,12,3,20170204,2017-02-04,2017-07-30,2017-07-21,2017-06-30,2017-06-29,2017-07-19,2017-12-31,2017-12-22,2017-12-01,2017-11-30,2017-12-20
17013,2017,13,30,17,12,5,34,11,12,2,20170206,2017-02-06,2017-11-28,2017-11-15,2017-11-10,2017-11-03,2017-12-02,2017-12-26,2017-12-13,2017-12-08,2017-12-01,2017-12-30
17014,2017,14,4,24,15,8,25,2,5,2,20170208,2017-02-08,2017-02-02,2017-02-22,2017-02-13,2017-02-06,2017-02-23,2017-05-04,2017-05-24,2017-05-15,2017-05-08,2017-05-25
17015,2017,15,1,19,34,27,7,1,2,2,20170211,2017-02-11,2016-12-26,2017-01-13,2017-01-28,2017-01-21,2017-01-01,2017-01-30,2017-02-17,2017-03-04,2017-02-25,2017-02-05
17016,2017,16,3,30,33,13,28,10,9,3,20170213,2017-02-13,2017-09-27,2017-10-24,2017-10-27,2017-10-07,2017-10-22,2017-08-30,2017-09-26,2017-09-29,2017-09-09,2017-09-24
17017,2017,17,19,24,29,26,4,4,6,3,20170215,2017-02-15,2017-04-14,2017-04-19,2017-04-24,2017-04-21,2017-03-30,2017-06-16,2017-06-21,2017-06-26,2017-06-23,2017-06-01
17018,2017,18,10,17,7,23,6,9,1,3,20170218,2017-02-18,2017-09-06,2017-09-13,2017-09-03,2017-09-19,2017-09-02,2017-01-04,2017-01-11,2017-01-01,2017-01-17,2016-12-31
17019,2017,19,2,23,25,14,6,10,2,2,20170220,2017-02-20,2017-09-26,2017-10-17,2017-10-19,2017-10-08,2017-09-30,2017-01-31,2017-02-21,2017-02-23,2017-02-12,2017-02-04
17020,2017,20,27,24,16,28,21,7,4,1,20170222,2017-02-22,2017-07-22,2017-07-19,2017-07-11,2017-07-23,2017-07-16,2017-04-22,2017-04-19,2017-04-11,2017-04-23,2017-04-16
17021,2017,21,20,1,17,26,15,6,8,2,20170225,2017-02-25,2017-06-17,2017-05-29,2017-06-14,2017-06-23,2017-06-12,2017-08-19,2017-07-31,2017-08-16,2017-08-25,2017-08-14
17022,2017,22,24,17,3,9,2,6,12,2,20170227,2017-02-27,2017-06-21,2017-06-14,2017-05-31,2017-06-06,2017-05-30,2017-12-20,2017-12-13,2017-11-29,2017-12-05,2017-11-28
17023,2017,23,34,8,12,5,24,7,10,2,20170301,2017-03-01,2017-07-29,2017-07-03,2017-07-07,2017-06-30,2017-07-19,2017-10-28,2017-10-02,2017-10-06,2017-09-29,2017-10-18
17024,2017,24,23,32,21,29,35,11,12,3,20170304,2017-03-04,2017-11-21,2017-11-30,2017-11-19,2017-11-27,2017-12-03,2017-12-19,2017-12-28,2017-12-17,2017-12-25,2017-12-31
17025,2017,25,34,10,20,16,19,5,4,3,20170306,2017-03-06,2017-06-03,2017-05-10,2017-05-20,2017-05-16,2017-05-19,2017-04-29,2017-04-05,2017-04-15,2017-04-11,2017-04-14
17026,2017,26,25,14,32,10,19,2,7,3,20170308,2017-03-08,2017-02-23,2017-02-12,2017-03-02,2017-02-08,2017-02-17,2017-07-20,2017-07-09,2017-07-27,2017-07-05,2017-07-14
17027,2017,27,25,34,8,33,17,3,11,1,20170311,2017-03-11,2017-03-23,2017-04-01,2017-03-06,2017-03-31,2017-03-15,2017-11-23,2017-12-02,2017-11-06,2017-12-01,2017-11-15
17028,2017,28,23,22,33,18,6,11,9,2,20170313,2017-03-13,2017-11-21,2017-11-20,2017-12-01,2017-11-16,2017-11-04,2017-09-19,2017-09-18,2017-09-29,2017-09-14,2017-09-02
17029,2017,29,17,6,1,29,14,11,1,1,20170315,2017-03-15,2017-11-15,2017-11-04,2017-10-30,2017-11-27,2017-11-12,2017-01-11,2016-12-31,2016-12-26,2017-01-23,2017-01-08
17030,2017,30,34,22,21,29,24,6,5,3,20170318,2017-03-18,2017-07-01,2017-06-19,2017-06-18,2017-06-26,2017-06-21,2017-06-03,2017-05-22,2017-05-21,2017-05-29,2017-05-24
17031,2017,31,16,2,32,17,30,9,2,1,20170320,2017-03-20,2017-09-12,2017-08-29,2017-09-28,2017-09-13,2017-09-26,2017-02-14,2017-01-31,2017-03-02,2017-02-15,2017-02-28
17032,2017,32,29,13,2,18,14,9,3,2,20170322,2017-03-22,2017-09-25,2017-09-09,2017-08-29,2017-09-14,2017-09-10,2017-03-27,2017-03-11,2017-02-28,2017-03-16,2017-03-12
17033,2017,33,23,34,15,22,25,5,11,1,20170325,2017-03-25,2017-05-23,2017-06-03,2017-05-15,2017-05-22,2017-05-25,2017-11-21,2017-12-02,2017-11-13,2017-11-20,2017-11-23
17034,2017,34,29,12,6,26,21,2,11,2,20170327,2017-03-27,2017-02-27,2017-02-10,2017-02-04,2017-02-24,2017-02-19,2017-11-27,2017-11-10,2017-11-04,2017-11-24,2017-11-19
17035,2017,35,17,22,33,14,30,7,12,1,20170329,2017-03-29,2017-07-12,2017-07-17,2017-07-28,2017-07-09,2017-07-25,2017-12-13,2017-12-18,2017-12-29,2017-12-10,2017-12-26
17036,2017,36,33,1,9,4,18,5,2,1,20170401,2017-04-01,2017-06-02,2017-05-01,2017-05-09,2017-05-04,2017-05-18,2017-03-03,2017-01-30,2017-02-07,2017-02-02,2017-02-16
17037,2017,37,15,32,13,34,16,11,6,2,20170403,2017-04-03,2017-11-13,2017-11-30,2017-11-11,2017-12-02,2017-11-14,2017-06-12,2017-06-29,2017-06-10,2017-07-01,2017-06-13
17038,2017,38,5,4,27,18,13,3,9,2,20170405,2017-04-05,2017-03-03,2017-03-02,2017-03-25,2017-03-16,2017-03-11,2017-09-01,2017-08-31,2017-09-23,2017-09-14,2017-09-09
17039,2017,39,14,17,26,5,6,3,8,3,20170408,2017-04-08,2017-03-12,2017-03-15,2017-03-24,2017-03-03,2017-03-04,2017-08-13,2017-08-16,2017-08-25,2017-08-04,2017-08-05
17040,2017,40,4,6,10,29,23,11,9,1,20170410,2017-04-10,2017-11-02,2017-11-04,2017-11-08,2017-11-27,2017-11-21,2017-08-31,2017-09-02,2017-09-06,2017-09-25,2017-09-19
17041,2017,41,2,25,31,4,6,9,5,2,20170412,2017-04-12,2017-08-29,2017-09-21,2017-09-27,2017-08-31,2017-09-02,2017-05-02,2017-05-25,2017-05-31,2017-05-04,2017-05-06
17042,2017,42,2,34,31,33,17,1,7,3,20170415,2017-04-15,2016-12-27,2017-01-28,2017-01-25,2017-01-27,2017-01-11,2017-06-27,2017-07-29,2017-07-26,2017-07-28,2017-07-12
17043,2017,43,25,35,22,13,6,12,9,1,20170417,2017-04-17,2017-12-21,2017-12-31,2017-12-18,2017-12-09,2017-12-02,2017-09-21,2017-10-01,2017-09-18,2017-09-09,2017-09-02
17044,2017,44,25,18,11,17,16,2,9,2,20170419,2017-04-19,2017-02-23,2017-02-16,2017-02-09,2017-02-15,2017-02-14,2017-09-21,2017-09-14,2017-09-07,2017-09-13,2017-09-12
17045,2017,45,21,8,35,1,11,9,12,2,20170422,2017-04-22,2017-09-17,2017-09-04,2017-10-01,2017-08-28,2017-09-07,2017-12-17,2017-12-04,2017-12-31,2017-11-27,2017-12-07
17046,2017,46,23,4,30,17,20,2,3,2,20170424,2017-04-24,2017-02-21,2017-02-02,2017-02-28,2017-02-15,2017-02-18,2017-03-21,2017-03-02,2017-03-28,2017-03-15,2017-03-18
17047,2017,47,33,19,34,15,32,12,9,3,20170426,2017-04-26,2017-12-29,2017-12-15,2017-12-30,2017-12-11,2017-12-28,2017-09-29,2017-09-15,2017-09-30,2017-09-11,2017-09-28
17048,2017,48,9,7,15,19,13,10,3,3,20170429,2017-04-29,2017-10-03,2017-10-01,2017-10-09,2017-10-13,2017-10-07,2017-03-07,2017-03-05,2017-03-13,2017-03-17,2017-03-11
17049,2017,49,9,31,12,22,14,8,5,1,20170501,2017-05-01,2017-08-08,2017-08-30,2017-08-11,2017-08-21,2017-08-13,2017-05-09,2017-05-31,2017-05-12,2017-05-22,2017-05-14
17050,2017,50,14,12,17,20,28,2,6,3,20170503,2017-05-03,2017-02-12,2017-02-10,2017-02-15,2017-02-18,2017-02-26,2017-06-11,2017-06-09,2017-06-14,2017-06-17,2017-06-25
17051,2017,51,29,22,18,17,14,11,10,1,20170506,2017-05-06,2017-11-27,2017-11-20,2017-11-16,2017-11-15,2017-11-12,2017-10-23,2017-10-16,2017-10-12,2017-10-11,2017-10-08
17052,2017,52,24,28,33,19,3,12,4,3,20170508,2017-05-08,2017-12-20,2017-12-24,2017-12-29,2017-12-15,2017-11-29,2017-04-19,2017-04-23,2017-04-28,2017-04-14,2017-03-29
17053,2017,53,19,26,20,6,22,1,11,1,20170510,2017-05-10,2017-01-13,2017-01-20,2017-01-14,2016-12-31,2017-01-16,2017-11-17,2017-11-24,2017-11-18,2017-11-04,2017-11-20
17054,2017,54,16,30,33,32,29,5,4,1,20170513,2017-05-13,2017-05-16,2017-05-30,2017-06-02,2017-06-01,2017-05-29,2017-04-11,2017-04-25,2017-04-28,2017-04-27,2017-04-24
17055,2017,55,22,19,30,20,33,3,9,1,20170515,2017-05-15,2017-03-20,2017-03-17,2017-03-28,2017-03-18,2017-03-31,2017-09-18,2017-09-15,2017-09-26,2017-09-16,2017-09-29
17056,2017,56,24,32,1,4,27,10,3,3,20170517,2017-05-17,2017-10-18,2017-10-26,2017-09-25,2017-09-28,2017-10-21,2017-03-22,2017-03-30,2017-02-27,2017-03-02,2017-03-25
17057,2017,57,24,19,23,16,12,5,2,2,20170520,2017-05-20,2017-05-24,2017-05-19,2017-05-23,2017-05-16,2017-05-12,2017-02-22,2017-02-17,2017-02-21,2017-02-14,2017-02-10
17058,2017,58,20,28,21,14,18,3,6,3,20170522,2017-05-22,2017-03-18,2017-03-26,2017-03-19,2017-03-12,2017-03-16,2017-06-17,2017-06-25,2017-06-18,2017-06-11,2017-06-15
17059,2017,59,11,13,17,8,15,3,10,3,20170524,2017-05-24,2017-03-09,2017-03-11,2017-03-15,2017-03-06,2017-03-13,2017-10-05,2017-10-07,2017-10-11,2017-10-02,2017-10-09
17060,2017,60,15,20,31,9,26,5,12,3,20170527,2017-05-27,2017-05-15,2017-05-20,2017-05-31,2017-05-09,2017-05-26,2017-12-11,2017-12-16,2017-12-27,2017-12-05,2017-12-22
17061,2017,61,23,10,25,19,30,4,2,1,20170529,2017-05-29,2017-04-18,2017-04-05,2017-04-20,2017-04-14,2017-04-25,2017-02-21,2017-02-08,2017-02-23,2017-02-17,2017-02-28
17062,2017,62,6,8,1,28,4,12,8,2,20170531,2017-05-31,2017-12-02,2017-12-04,2017-11-27,2017-12-24,2017-11-30,2017-08-05,2017-08-07,2017-07-31,2017-08-27,2017-08-03
17063,2017,63,29,21,18,22,24,5,11,2,20170603,2017-06-03,2017-05-29,2017-05-21,2017-05-18,2017-05-22,2017-05-24,2017-11-27,2017-11-19,2017-11-16,2017-11-20,2017-11-22
17064,2017,64,8,27,30,20,1,3,4,2,20170605,2017-06-05,2017-03-06,2017-03-25,2017-03-28,2017-03-18,2017-02-27,2017-04-03,2017-04-22,2017-04-25,2017-04-15,2017-03-27
17065,2017,65,11,28,12,5,19,12,5,2,20170607,2017-06-07,2017-12-07,2017-12-24,2017-12-08,2017-12-01,2017-12-15,2017-05-11,2017-05-28,2017-05-12,2017-05-05,2017-05-19
17066,2017,66,26,15,30,23,11,11,2,1,20170610,2017-06-10,2017-11-24,2017-11-13,2017-11-28,2017-11-21,2017-11-09,2017-02-24,2017-02-13,2017-02-28,2017-02-21,2017-02-09
17067,2017,67,17,18,32,10,35,11,10,3,20170612,2017-06-12,2017-11-15,2017-11-16,2017-11-30,2017-11-08,2017-12-03,2017-10-11,2017-10-12,2017-10-26,2017-10-04,2017-10-29
17068,2017,68,19,7,24,27,8,7,6,2,20170614,2017-06-14,2017-07-14,2017-07-02,2017-07-19,2017-07-22,2017-07-03,2017-06-16,2017-06-04,2017-06-21,2017-06-24,2017-06-05
17069,2017,69,16,32,20,23,10,11,8,1,20170617,2017-06-17,2017-11-14,2017-11-30,2017-11-18,2017-11-21,2017-11-08,2017-08-15,2017-08-31,2017-08-19,2017-08-22,2017-08-09
17070,2017,70,26,6,16,18,30,3,2,1,20170619,2017-06-19,2017-03-24,2017-03-04,2017-03-14,2017-03-16,2017-03-28,2017-02-24,2017-02-04,2017-02-14,2017-02-16,2017-02-28
17071,2017,71,33,1,14,4,11,7,5,1,20170621,2017-06-21,2017-07-28,2017-06-26,2017-07-09,2017-06-29,2017-07-06,2017-06-02,2017-05-01,2017-05-14,2017-05-04,2017-05-11
17072,2017,72,32,1,3,29,34,5,2,2,20170624,2017-06-24,2017-06-01,2017-05-01,2017-05-03,2017-05-29,2017-06-03,2017-03-02,2017-01-30,2017-02-01,2017-02-27,2017-03-04
17073,2017,73,31,18,7,33,28,1,2,2,20170626,2017-06-26,2017-01-25,2017-01-12,2017-01-01,2017-01-27,2017-01-22,2017-03-01,2017-02-16,2017-02-05,2017-03-03,2017-02-26
17074,2017,74,17,11,10,8,13,11,8,2,20170628,2017-06-28,2017-11-15,2017-11-09,2017-11-08,2017-11-06,2017-11-11,2017-08-16,2017-08-10,2017-08-09,2017-08-07,2017-08-12
17075,2017,75,35,16,11,18,5,6,1,1,20170701,2017-07-01,2017-07-02,2017-06-13,2017-06-08,2017-06-15,2017-06-02,2017-01-29,2017-01-10,2017-01-05,2017-01-12,2016-12-30
17076,2017,76,25,35,2,30,7,7,12,2,20170703,2017-07-03,2017-07-20,2017-07-30,2017-06-27,2017-07-25,2017-07-02,2017-12-21,2017-12-31,2017-11-28,2017-12-26,2017-12-03
17077,2017,77,3,4,25,31,1,9,6,3,20170705,2017-07-05,2017-08-30,2017-08-31,2017-09-21,2017-09-27,2017-08-28,2017-05-31,2017-06-01,2017-06-22,2017-06-28,2017-05-29
17078,2017,78,5,34,27,31,4,3,6,2,20170708,2017-07-08,2017-03-03,2017-04-01,2017-03-25,2017-03-29,2017-03-02,2017-06-02,2017-07-01,2017-06-24,2017-06-28,2017-06-01
17079,2017,79,17,19,1,33,32,11,2,1,20170710,2017-07-10,2017-11-15,2017-11-17,2017-10-30,2017-12-01,2017-11-30,2017-02-15,2017-02-17,2017-01-30,2017-03-03,2017-03-02
17080,2017,80,30,8,21,10,31,5,2,1,20170712,2017-07-12,2017-05-30,2017-05-08,2017-05-21,2017-05-10,2017-05-31,2017-02-28,2017-02-06,2017-02-19,2017-02-08,2017-03-01
17081,2017,81,34,2,12,15,20,1,6,2,20170715,2017-07-15,2017-01-28,2016-12-27,2017-01-06,2017-01-09,2017-01-14,2017-07-01,2017-05-30,2017-06-09,2017-06-12,2017-06-17
17082,2017,82,21,5,25,13,20,8,9,3,20170717,2017-07-17,2017-08-20,2017-08-04,2017-08-24,2017-08-12,2017-08-19,2017-09-17,2017-09-01,2017-09-21,2017-09-09,2017-09-16
17083,2017,83,22,2,5,14,34,3,9,2,20170719,2017-07-19,2017-03-20,2017-02-28,2017-03-03,2017-03-12,2017-04-01,2017-09-18,2017-08-29,2017-09-01,2017-09-10,2017-09-30
17084,2017,84,6,21,11,14,31,12,9,1,20170722,2017-07-22,2017-12-02,2017-12-17,2017-12-07,2017-12-10,2017-12-27,2017-09-02,2017-09-17,2017-09-07,2017-09-10,2017-09-27
17085,2017,85,30,13,9,25,14,5,2,2,20170724,2017-07-24,2017-05-30,2017-05-13,2017-05-09,2017-05-25,2017-05-14,2017-02-28,2017-02-11,2017-02-07,2017-02-23,2017-02-12
17086,2017,86,31,18,22,12,15,8,1,2,20170726,2017-07-26,2017-08-30,2017-08-17,2017-08-21,2017-08-11,2017-08-14,2017-01-25,2017-01-12,2017-01-16,2017-01-06,2017-01-09
17087,2017,87,29,14,35,21,3,2,6,3,20170729,2017-07-29,2017-02-27,2017-02-12,2017-03-05,2017-02-19,2017-02-01,2017-06-26,2017-06-11,2017-07-02,2017-06-18,2017-05-31
17088,2017,88,34,35,5,28,31,8,9,3,20170731,2017-07-31,2017-09-02,2017-09-03,2017-08-04,2017-08-27,2017-08-30,2017-09-30,2017-10-01,2017-09-01,2017-09-24,2017-09-27
17089,2017,89,6,3,18,15,5,10,3,3,20170802,2017-08-02,2017-09-30,2017-09-27,2017-10-12,2017-10-09,2017-09-29,2017-03-04,2017-03-01,2017-03-16,2017-03-13,2017-03-03
17090,2017,90,6,3,35,15,22,11,9,3,20170805,2017-08-05,2017-11-04,2017-11-01,2017-12-03,2017-11-13,2017-11-20,2017-09-02,2017-08-30,2017-10-01,2017-09-11,2017-09-18
17091,2017,91,5,1,19,7,16,3,12,1,20170807,2017-08-07,2017-03-03,2017-02-27,2017-03-17,2017-03-05,2017-03-14,2017-12-01,2017-11-27,2017-12-15,2017-12-03,2017-12-12
17092,2017,92,3,34,7,9,17,4,5,1,20170809,2017-08-09,2017-03-29,2017-04-29,2017-04-02,2017-04-04,2017-04-12,2017-05-03,2017-06-03,2017-05-07,2017-05-09,2017-05-17
17093,2017,93,29,5,21,17,6,2,4,2,20170812,2017-08-12,2017-02-27,2017-02-03,2017-02-19,2017-02-15,2017-02-04,2017-04-24,2017-03-31,2017-04-16,2017-04-12,2017-04-01
17094,2017,94,8,33,3,29,5,4,8,3,20170814,2017-08-14,2017-04-03,2017-04-28,2017-03-29,2017-04-24,2017-03-31,2017-08-07,2017-09-01,2017-08-02,2017-08-28,2017-08-04
17095,2017,95,32,15,33,34,35,12,3,1,20170816,2017-08-16,2017-12-28,2017-12-11,2017-12-29,2017-12-30,2017-12-31,2017-03-30,2017-03-13,2017-03-31,2017-04-01,2017-04-02
17096,2017,96,7,28,9,3,17,4,12,3,20170819,2017-08-19,2017-04-02,2017-04-23,2017-04-04,2017-03-29,2017-04-12,2017-12-03,2017-12-24,2017-12-05,2017-11-29,2017-12-13
17097,2017,97,19,22,7,34,14,12,7,1,20170821,2017-08-21,2017-12-15,2017-12-18,2017-12-03,2017-12-30,2017-12-10,2017-07-14,2017-07-17,2017-07-02,2017-07-29,2017-07-09
17098,2017,98,35,6,17,9,30,11,10,1,20170823,2017-08-23,2017-12-03,2017-11-04,2017-11-15,2017-11-07,2017-11-28,2017-10-29,2017-09-30,2017-10-11,2017-10-03,2017-10-24
17099,2017,99,24,9,18,8,17,7,3,3,20170826,2017-08-26,2017-07-19,2017-07-04,2017-07-13,2017-07-03,2017-07-12,2017-03-22,2017-03-07,2017-03-16,2017-03-06,2017-03-15
17100,2017,100,18,5,19,31,2,1,9,1,20170828,2017-08-28,2017-01-12,2016-12-30,2017-01-13,2017-01-25,2016-12-27,2017-09-14,2017-09-01,2017-09-15,2017-09-27,2017-08-29
17101,2017,101,21,25,15,5,29,5,8,1,20170830,2017-08-30,2017-05-21,2017-05-25,2017-05-15,2017-05-05,2017-05-29,2017-08-20,2017-08-24,2017-08-14,2017-08-04,2017-08-28
17102,2017,102,24,1,23,29,12,8,12,1,20170902,2017-09-02,2017-08-23,2017-07-31,2017-08-22,2017-08-28,2017-08-11,2017-12-20,2017-11-27,2017-12-19,2017-12-25,2017-12-08
17103,2017,103,24,29,4,19,20,3,4,2,20170904,2017-09-04,2017-03-22,2017-03-27,2017-03-02,2017-03-17,2017-03-18,2017-04-19,2017-04-24,2017-03-30,2017-04-14,2017-04-15
17104,2017,104,27,11,22,30,9,9,11,3,20170906,2017-09-06,2017-09-23,2017-09-07,2017-09-18,2017-09-26,2017-09-05,2017-11-25,2017-11-09,2017-11-20,2017-11-28,2017-11-07
17105,2017,105,4,32,22,24,15,9,2,3,20170909,2017-09-09,2017-08-31,2017-09-28,2017-09-18,2017-09-20,2017-09-11,2017-02-02,2017-03-02,2017-02-20,2017-02-22,2017-02-13
